ThesaurusId, Title
8905,Protocol for the Examination of Specimens From Patients With Cancers of the Nasal Cavity and Paranasal Sinuses
8906,NASAL CAVITY AND PARANASAL SINUSES:
8907,Page 1
Not set,Select a single response unless otherwise indicated.
8908,Procedure (select all that apply)
8909,Excision
8910,Partial maxillectomy
8911,Radical maxillectomy
8912,Neck (lymph node) dissection
8913,Other
8914,Not specified
8915,Neck (lymph node) dissection (specify):
8916,Other (specify):
8917,Tumor Site (select all that apply)
8918,Nasal septum
8919,Nasal floor
8920,Nasal lateral wall
8921,Nasal vestibule
8922,Nasal cavity, not otherwise specified
8923,Paranasal sinus(es), maxillary
8924,Paranasal sinus(es), ethmoid
8925,Paranasal sinus(es), frontal
8926,Paranasal sinus(es), sphenoid
8927,Other
8928,Not specified
8929,Other (specify):
8930,Tumor Laterality (select all that apply)
8931,Right
8932,Left
8933,Midline
8934,Not specified
8935,Tumor Focality
8936,Unifocal
8937,Multifocal
8938,Cannot be determined
Not set,Tumor Size
8939,Greatest dimension (centimeters):
8940,Additional dimensions (centimeters):
8941,Cannot be determined (explain):
Not set,Histologic Type
8942,Squamous Cell Carcinoma and Variants (select all that apply)
8943,Squamous cell carcinoma, keratinizing
8944,Squamous cell carcinoma, nonkeratinizing
8945,Adenosquamous carcinoma
8946,Basaloid squamous cell carcinoma
8947,Papillary squamous cell carcinoma
8948,Spindle cell squamous cell carcinoma
8949,Verrucous squamous cell carcinoma
8950,Lymphoepithelial carcinoma (non-nasopharyngeal)
8951,Sinonasal undifferentiated carcinoma (SNUC)
8952,NUT carcinoma
8953,Adenocarcinoma, Non-Salivary Gland Type
8954,Intestinal adenocarcinoma, papillary pattern
8955,Intestinal adenocarcinoma, colonic pattern
8956,Intestinal adenocarcinoma, solid pattern
8957,Intestinal adenocarcinoma, mucinous pattern
8958,Intestinal adenocarcinoma, mixed pattern
8959,Non-intestinal adenocarcinoma, low grade
8960,Non-intestinal adenocarcinoma, intermediate grade
8961,Non-intestinal adenocarcinoma, high grade
8962,Carcinomas of Minor Salivary Glands
8963,Mucoepidermoid carcinoma, low grade
8964,Mucoepidermoid carcinoma, intermediate grade
8965,Mucoepidermoid carcinoma, high grade
8966,Adenoid cystic carcinoma, tubular pattern *
8967,Adenoid cystic carcinoma, cribriform pattern *
8968,Adenoid cystic carcinoma, solid pattern *
8969,Acinic cell carcinoma
8970,Polymorphous adenocarcinoma, classic, low grade
8971,Polymorphous adenocarcinoma, classic, intermediate grade
8972,Polymorphous adenocarcinoma, classic, high grade
8973,Polymorphous adenocarcinoma, cribriform (cribriform adenocarcinoma of salivary origin), low grade
8974,Polymorphous adenocarcinoma, cribriform (cribriform adenocarcinoma of salivary origin), intermediate grade
8975,Polymorphous adenocarcinoma, cribriform (cribriform adenocarcinoma of salivary origin), high grade
8976,(Mammary analogue) Secretory carcinoma
8977,Salivary duct carcinoma
8978,Epithelial-myoepithelial carcinoma
8979,(Hyalinizing) clear cell carcinoma
8980,Adenocarcinoma, not otherwise specified, low grade
8981,Adenocarcinoma, not otherwise specified, intermediate grade
8982,Adenocarcinoma, not otherwise specified, high grade
8983,Specify percentage of solid component:
8984,Specify percentage of solid component:
8985,Specify percentage of solid component:
8986,Preexisting pleomorphic adenoma component *
8987,Carcinoma ex pleomorphic adenoma, minimally invasive
8988,Carcinoma ex pleomorphic adenoma, invasive
8989,Carcinoma ex pleomorphic adenoma, intracapsular (noninvasive)
8990,Neuroendocrine Carcinoma
8991,Well-differentiated neuroendocrine carcinoma (typical carcinoid tumor)
8992,Moderately differentiated neuroendocrine carcinoma (atypical carcinoid tumor)
8993,Poorly differentiated neuroendocrine carcinoma, small cell type
8994,Poorly differentiated neuroendocrine carcinoma, large cell type
8995,Combined (or composite) neuroendocrine carcinoma with
8996,Mucosal melanoma
8997,Carcinoma, type cannot be determined
8998,Other histologic type not listed
8999,Combined (or composite) neuroendocrine carcinoma with (specify types):
9000,Other histologic type not listed (specify):
9001,Histologic Grade *
9002,G1: Well differentiated
9003,G2: Moderately differentiated
9004,G3: Poorly differentiated
9005,Other
9006,GX: Cannot be assessed
9007,Other (specify):
Not set,Tumor Extension
9008,Specify:
9009,Margins (select all that apply)
9010,Cannot be assessed
9011,Uninvolved by invasive tumor
9012,Involved by invasive tumor
9013,Uninvolved by high grade dysplasia/in situ disease *
9014,Involved by high grade dysplasia/in situ disease *
9015,Distance from closest margin (millimeters):
9016,Specify location of closest margin, per orientation, if possible:
9017,Location and distance of other close margins:
9018,Specify margin(s), per orientation, if possible:
9019,Distance from closest margin (millimeters):
9020,Specify location of closest margin, per orientation, if possible:
9021,Specify margin(s), per orientation, if possible:
9022,Lymphovascular Invasion
9023,Not identified
9024,Present
9025,Cannot be determined
9026,Perineural Invasion
9027,Not identified
9028,Present
9029,Cannot be determined
9030,Regional Lymph Nodes
9031,Lymph nodes submitted or found
9032,Number of Lymph Nodes Involved:
9033,Number cannot be determined (explain):
9034,Number of Lymph Nodes Examined:
9035,Number cannot be determined (explain):
9036,Laterality of Lymph Nodes Involved
9037,Ipsilateral (including midline)
9038,Contralateral
9039,Bilateral
9040,Cannot be determined
9041,Size of Largest Metastatic Deposit (centimeters):
9042,Extranodal Extension (ENE)
9043,Not identified
9044,Present
9045,Cannot be determined
9046,Distance from lymph node capsule (millimeters):
9047,ENEma (>2 mm)
9048,ENEmi (≤2 mm)
Not set,Pathologic Stage Classification (pTNM, AJCC 8th Edition)
9049,TNM Descriptors (select all that apply) *
9050,m (multiple primary tumors)
9051,r (recurrent)
9052,y (posttreatment)
Not set,For All Carcinomas
9053,Primary Tumor (pT)
9054,pTX: Primary tumor cannot be assessed
9055,pTis: Carcinoma in situ
9056,For the Maxillary Sinus
9057,pT1: Tumor limited to maxillary sinus mucosa with no erosion or destruction of bone
9058,pT2: pT2: Tumor causing bone erosion or destruction including extension into the hard palate and/or middle nasal meatus, except extension to posterior wall of maxillary sinus and pterygoid plates
9059,pT3: Tumor invades any of the following: bone of the posterior wall of maxillary sinus, subcutaneous tissues, floor or medial wall of orbit, pterygoid fossa, ethmoid sinuses
9060,pT4: Moderately advanced or very advanced local diseased
9061,pT4a: Moderately advanced local disease. Tumor invades anterior orbital contents, skin of cheek, pterygoid plates, infratemporal fossa, cribriform plate, sphenoid or frontal sinuses
9062,pT4b: Very advanced local disease. Tumor invades any of the following: orbital apex, dura, brain, middle cranial fossa, cranial nerves other than maxillary division of trigeminal nerve (V2), nasopharynx, or clivus
9063,For the Nasal Cavity and Ethmoid Sinus
9064,pT1: Tumor restricted to any one subsite, with or without bone invasion
9065,pT2: Tumor invading two subsites in a single region or extending to involve an adjacent region within the nasoethmoidal complex, with our without bony invasion
9066,pT3: Tumor extends to invade the medial wall or floor of the orbit, maxillary sinus, palate, or cribriform plate
9067,pT4: Moderately advanced or very advanced local disease
9068,pT4a: Moderately advanced local disease. Tumor invades any of the following: anterior orbital contents, skin of nose or cheek, minimal extension to anterior cranial fossa, pterygoid plates, sphenoid or frontal sinuses
9069,pT4b: Very advanced local disease. Tumor invades any of the following: orbital apex, dura, brain, middle cranial fossa, cranial nerves other than maxillary division of trigeminal nerve (V2), nasopharynx, or clivus
9070,Regional Lymph Nodes (pN)
9071,pNX: Regional lymph nodes cannot be assessed
9072,pN0: No regional lymph node metastasis
9073,pN1: Metastasis in a single ipsilateral lymph node, 3 cm or smaller in greatest dimension and ENE(-)
9074,pN2: Metastasis in a single ipsilateral lymph node, 3 cm or smaller in greatest dimension and ENE(+); or larger than 3 cm but not larger than 6 cm in greatest dimension and ENE(−); or metastases in multiple ipsilateral lymph nodes, none larger than 6 cm in greatest dimension and ENE(−); or in bilateral or contralateral lymph node(s), none larger than 6 cm in greatest dimension and ENE(−)
9075,pN2a: Metastasis in single ipsilateral node 3 cm or less in greatest dimension and ENE(+); or a single ipsilateral node larger than 3 cm but not larger than 6 cm in greatest dimension and ENE(−)
9076,pN2b: Metastases in multiple ipsilateral nodes, none larger than 6 cm in greatest dimension and ENE(−)
9077,pN2c: Metastases in bilateral or contralateral lymph node(s), none larger than 6 cm in greatest dimension and ENE(−)
9078,pN3: Metastases in a lymph node larger than 6 cm in greatest dimension and ENE(−); or in a single ipsilateral node larger than 3 cm in greatest dimension and ENE(+); or multiple ipsilateral, contralateral, or bilateral nodes, any with ENE(+); or a single contralateral node of any size and ENE(+)
9079,pN3a: Metastasis in a lymph node larger than 6 cm in greatest dimension and ENE(−)
9080,pN3b: Metastasis in a single ipsilateral node larger than 3 cm in greatest dimension and ENE(+); or multiple ipsilateral, contralateral or bilateral nodes any with ENE(+); or a single contralateral node of any size and ENE(+)
9081,Distant Metastasis (pM) *
9082,pM1: Distant metastasis
9083,Specify site(s), if known:
Not set,For Mucosal Melanoma
9084,Primary Tumor (pT)
9085,pT3: Tumors limited to the mucosa and immediately underlying soft tissue, regardless of thickness or greatest dimension; for example, polypoid nasal disease, pigmented or nonpigmented lesions of the oral cavity, pharynx, or larynx
9086,pT4: Moderately advanced or very advanced disease
9087,pT4a: Moderately advanced disease. Tumor involving deep soft tissue, cartilage, bone, or overlying skin
9088,pT4b: Very advanced disease. Tumor involving brain, dura, skull base, lower cranial nerves (IX, X, XI, XII), masticator space, carotid artery, prevertebral space, or mediastinal structures
9089,Regional Lymph Nodes (pN)
9090,pNX: Regional lymph nodes cannot be assessed
9091,pN0: No regional lymph node metastases
9092,pN1: Regional lymph node metastases present
9093,Distant Metastasis (pM) *
9094,pM1: Distant metastasis present
9095,Specify site(s), if known:
9096,Additional Pathologic Findings (select all that apply)
9097,None identified
9098,Carcinoma in situ
9099,Epithelial dysplasia
9100,Sinonasal papilloma
9101,Inflammation
9102,Squamous metaplasia
9103,Epithelial hyperplasia
9104,Colonization, fungal
9105,Colonization, bacterial
9106,Other
9107,Epithelial dysplasia (specify type):
9108,Sinonasal papilloma (specify type):
9109,Inflammation (specify type):
9110,Other (specify):
9111,Comment(s)
9356,Patient Info
9357,Page 1
Not set,Basic information
9358,Patient name:
9359,Patient family:
9360,Gender
9361,Male
9362,Female
9363,Other
9364,Unknown
9365,Birth date:
9366,Activity:
9367,Active
9368,Inactive
9369,Multiple birth:
9370,True
9371,False
9476,System
9477,Phone
9478,Fax
9479,Email
9480,Pager
9481,Url
9482,Sms
9483,Other
9484,Phone use
9485,Home
9486,Work
9487,Temp
9488,Old
9489,Mobile
9490,Phone
9491,Fax use
9492,Home
9493,Work
9494,Temp
9495,Old
9496,Mobile
9497,Fax
9498,Email use
9499,Home
9500,Work
9501,Temp
9502,Old
9503,Mobile
9504,Email
9505,Pager use
9506,Home
9507,Work
9508,Temp
9509,Old
9510,Mobile
9511,Pager
9512,Url use
9513,Home
9514,Work
9515,Temp
9516,Old
9517,Mobile
9518,Url
9519,Sms use
9520,Home
9521,Work
9522,Temp
9523,Old
9524,Mobile
9525,Sms
9526,Other use
9527,Home
9528,Work
9529,Temp
9530,Old
9531,Mobile
9532,Other
9372,Language:
9373,Serbian
9374,English
9375,Spanish
Not set,Identifiers
9376,Identifier name:
9377,UniqueMasterCitizenNumber
9378,DriverLicence
9379,SocialNumber
9380,Value:
9381,Value:
9382,Value:
Not set,Address information
9383,City:
9384,State:
9385,Postal Code:
9386,Country:
Not set,Contact person information
9387,Name:
9533,System
9534,Phone
9535,Fax
9536,Email
9537,Pager
9538,Url
9539,Sms
9540,Other
9541,Phone use
9542,Home
9543,Work
9544,Temp
9545,Old
9546,Mobile
9547,Phone
9548,Fax use
9549,Home
9550,Work
9551,Temp
9552,Old
9553,Mobile
9554,Fax
9555,Email use
9556,Home
9557,Work
9558,Temp
9559,Old
9560,Mobile
9561,Email
9562,Pager use
9563,Home
9564,Work
9565,Temp
9566,Old
9567,Mobile
9568,Pager
9569,Url use
9570,Home
9571,Work
9572,Temp
9573,Old
9574,Mobile
9575,Url
9576,Sms use
9577,Home
9578,Work
9579,Temp
9580,Old
9581,Mobile
9582,Sms
9583,Other use
9584,Home
9585,Work
9586,Temp
9587,Old
9588,Mobile
9589,Other
9389,City:
9390,State:
9391,Postal Code:
9392,Country:
9393,Gender
9394,Male
9395,Female
9396,Other
9397,Unknown
9398,Relationship:
9112,Protocol for the Examination of Specimens From Patients With Cancers of the Pharynx
9113,PHARYNX (OROPHARYNX, HYPOPHARYNX, NASOPHARYNX):
9114,Page 1
Not set,Select a single response unless otherwise indicated.
9115,Procedure (select all that apply)
9116,Excision
9117,Tonsillectomy
9118,Laryngopharyngectomy
9119,Neck (lymph node) dissection
9120,Other
9121,Not specified
9122,Neck (lymph node) dissection (specify):
9123,Other (specify):
9124,Tumor Site *
9125,Oropharynx
9126,Nasopharynx
9127,Hypopharynx
9128,Other
9129,Not specified
9130,Oropharynx
9131,Palatine tonsil
9132,Base of tongue, including lingual tonsil
9133,Soft palate
9134,Uvula
9135,Pharyngeal wall (posterior)
9136,Nasopharynx
9137,Nasopharyngeal tonsils (adenoids)
9138,Hypopharynx
9139,Piriform sinus
9140,Postcricoid
9141,Pharyngeal wall (posterior and/or lateral)
9142,Other (specify):
9143,Tumor Laterality (select all that apply)
9144,Left
9145,Right
9146,Midline
9147,Not specified
9148,Tumor Focality
9149,Unifocal
9150,Multifocal
9151,Cannot be determined
Not set,Tumor Size
9152,Greatest dimension (centimeters):
9153,Additional dimensions (centimeters):
9154,Cannot be determined (explain):
Not set,Histologic Type
9155,Carcinomas of the Oropharynx and Hypopharynx
9156,Human papillomavirus (HPV)-mediated (positive) squamous cell carcinoma (oropharynx only)
9157,HPV-unrelated (negative) squamous cell carcinoma (oropharynx)
9158,Oropharyngeal squamous cell carcinoma, HPV status unknown (see “ancillary studies” for additional notes)
9159,Hypopharyngeal squamous cell carcinoma
9160,Squamous Cell Carcinoma and Variants (select all that apply)
9161,Squamous cell carcinoma, conventional (keratinizing)
9162,Squamous cell carcinoma, nonkeratinizing
9163,Acantholytic squamous cell carcinoma
9164,Adenosquamous carcinoma
9165,Basaloid squamous cell carcinoma
9166,Papillary squamous cell carcinoma
9167,Spindle cell squamous cell carcinoma
9168,Verrucous squamous cell carcinoma
9169,Lymphoepithelial carcinoma (non-nasopharyngeal)
9170,Carcinomas of the Nasopharynx
9171,Keratinizing squamous cell carcinoma
9172,Nonkeratinizing squamous cell carcinoma
9173,Basaloid squamous cell carcinoma
9174,Carcinomas of Minor Salivary Glands
9175,Mucoepidermoid carcinoma, low grade
9176,Mucoepidermoid carcinoma, intermediate grade
9177,Mucoepidermoid carcinoma, high grade
9178,Adenoid cystic carcinoma, tubular pattern *
9179,Adenoid cystic carcinoma, cribriform pattern *
9180,Adenoid cystic carcinoma, solid pattern *
9181,Acinic cell carcinoma
9182,Polymorphous adenocarcinoma, classic, low grade
9183,Polymorphous adenocarcinoma, classic, intermediate grade
9184,Polymorphous adenocarcinoma, classic, high grade
9185,Polymorphous adenocarcinoma, cribriform (cribriform adenocarcinoma of salivary origin), low grade
9186,Polymorphous adenocarcinoma, cribriform (cribriform adenocarcinoma of salivary origin), intermediate grade
9187,Polymorphous adenocarcinoma, cribriform (cribriform adenocarcinoma of salivary origin), high grade
9188,(Mammary analogue) Secretory carcinoma
9189,Salivary duct carcinoma
9190,Epithelial-myoepithelial carcinoma
9191,(Hyalinizing) clear cell carcinoma
9192,Adenocarcinoma, not otherwise specified, low grade
9193,Adenocarcinoma, not otherwise specified, intermediate grade
9194,Adenocarcinoma, not otherwise specified, high grade
9195,Basal cell adenocarcinoma
9196,Carcinosarcoma (true malignant mixed tumor)
9197,Intraductal carcinoma, low grade
9198,Intraductal carcinoma, high grade
9199,Lymphoepithelial carcinoma
9200,Myoepithelial carcinoma
9201,Oncocytic carcinoma
9202,Specify percentage of solid component:
9203,Specify percentage of solid component:
9204,Specify percentage of solid component:
9205,Preexisting pleomorphic adenoma component *
9206,Carcinoma ex pleomorphic adenoma, minimally invasive
9207,Carcinoma ex pleomorphic adenoma, invasive
9208,Carcinoma ex pleomorphic adenoma, intracapsular (noninvasive)
9209,Adenocarcinomas (Non-Salivary Gland Type)
9210,Nasopharyngeal papillary adenocarcinoma
9211,Neuroendocrine Carcinoma
9212,Small cell neuroendocrine carcinoma, HPV negative
9213,Small cell neuroendocrine carcinoma, HPV positive
9214,Large cell neuroendocrine carcinoma, HPV negative
9215,Large cell neuroendocrine carcinoma, HPV positive
9216,Mucosal melanoma
9217,Carcinoma, type cannot be determined
9218,Other histologic type not listed
9219,Other histologic type not listed (specify):
9220,Histologic Grade *
9221,G1: Well differentiated
9222,G2: Moderately differentiated
9223,G3: Poorly differentiated
9224,Other
9225,GX: Cannot be assessed
9226,Other (specify):
Not set,Tumor Extension
9227,Specify:
9228,Margins (select all that apply)
9229,Cannot be assessed
9230,Uninvolved by invasive tumor
9231,Involved by invasive tumor
9232,Uninvolved by high grade dysplasia/in situ disease *
9233,Involved by high grade dysplasia/in situ disease *
9234,Distance from closest margin (millimeters):
9235,Specify location of closest margin, per orientation, if possible:
9236,Location and distance of other close margins:
9237,Specify margin(s), per orientation, if possible:
9238,Distance from closest margin (millimeters):
9239,Specify location of closest margin, per orientation, if possible:
9240,Specify margin(s), per orientation, if possible:
9241,Lymphovascular Invasion
9242,Not identified
9243,Present
9244,Cannot be determined
9245,Perineural Invasion
9246,Not identified
9247,Present
9248,Cannot be determined
9249,Regional Lymph Nodes
9250,Lymph nodes submitted or found
9251,Number of Lymph Nodes Involved:
9252,Number of Lymph Nodes Examined:
9253,Laterality of Lymph Nodes Involved
9254,Ipsilateral (including midline)
9255,Contralateral
9256,Bilateral
9257,Cannot be determined
9258,Size of Largest Metastatic Deposit (centimeters):
9259,Extranodal Extension (ENE) *
9260,Not identified
9261,Present
9262,Cannot be determined
9263,Distance from lymph node capsule (millimeters):
9264,ENEma (>2 mm)
9265,ENEmi (≤2 mm)
Not set,Pathologic Stage Classification (pTNM, AJCC 8th Edition)
9266,TNM Descriptors (select all that apply) *
9267,m (multiple primary tumors)
9268,r (recurrent)
9269,y (posttreatment)
Not set,For All Carcinomas
9270,Primary Tumor (pT)
9271,pT0: No primary identified
9272,pT1: Tumor 2 cm or smaller in greatest dimension
9273,pT2: Tumor larger than 2 cm but not larger than 4 cm in greatest dimension
9274,pT3: Tumor more than 4 cm in greatest dimension or extension to lingual surface of epiglottis
9275,pT4: Moderately advanced local disease. Tumor invades larynx, extrinsic muscle of tongue, medial pterygoid muscles, hard palate, or mandible or beyond *
9276,For HPV-Unrelated (Negative) Oropharynx
9277,pTX: Primary tumor cannot be assessed
9278,pTis: Carcinoma in situ
9279,pT1: Tumor 2 cm or smaller in greatest dimension
9280,pT2: Tumor larger than 2 cm but not larger than 4 cm in greatest dimension
9281,pT3: Tumor larger than 4 cm in greatest dimension or extension to lingual surface of epiglottis
9282,pT4: Moderately advanced or very advanced local disease
9283,pT4a: Moderately advanced local disease. Tumor invades the larynx, extrinsic muscle of tongue, medial pterygoid, hard palate, or mandible *
9284,pT4b: Very advanced local disease. Tumor invades lateral pterygoid muscle, pterygoid plates, lateral nasopharynx, or skull base or encases carotid artery
9285,For Nasopharynx
9286,pTX: Primary tumor cannot be assessed
9287,pT0: No tumor identified, but EBV-positive cervical node(s) involvement
9288,pT1: Tumor confined to nasopharynx, or extension to oropharynx and/or nasal cavity without parapharyngeal involvement
9289,pT2: Tumor with extension to parapharyngeal space, and/or adjacent soft tissue involvement (medial pterygoid, lateral pterygoid, prevertebral muscles)
9290,pT3: Tumor with infiltration of bony structures at skull base, cervical vertebra, pterygoid structures, and/or paranasal sinuses
9291,pT4: Tumor with intracranial extension, involvement of cranial nerves, hypopharynx, orbit, parotid gland, and/or extensive soft tissue infiltration beyond the lateral surface of the lateral pterygoid muscle
9292,For Hypopharynx
9293,pTX: Primary tumor cannot be assessed
9294,pTis: Carcinoma in situ
9295,pT1: Tumor limited to one subsite of hypopharynx and/or 2 cm or smaller in greatest dimension
9296,pT2: Tumor invades more than one subsite of hypopharynx or an adjacent site, or measures larger than 2 cm but not larger than 4 cm in greatest dimension without fixation of hemilarynx
9297,pT3: Tumor measures larger than 4 cm in greatest dimension or with fixation of hemilarynx or extension to esophageal mucosa.
9298,pT4: Moderately advanced and very advanced local disease
9299,pT4a: Moderately advanced local disease. Tumor invades thyroid/cricoid cartilage, hyoid bone, thyroid gland, esophageal muscle or central compartment soft tissue.
9300,pT4b: Very advanced local disease. Tumor invades prevertebral fascia, encases carotid artery, or involves mediastinal structures.
9301,Regional Lymph Nodes (pN)
9302,pNX: Regional lymph nodes cannot be assessed
9303,pN0: No regional lymph node metastasis
9304,pN1: Metastasis in 4 or fewer lymph nodes
9305,pN2: Metastasis in more than 4 lymph nodes
9306,For HPV-Unrelated (Negative) Oropharynx and Hypopharynx *
9307,pNX: Regional lymph nodes cannot be assessed
9308,pN0: No regional lymph node metastasis
9309,pN1: Metastasis in a single ipsilateral lymph node, 3 cm or smaller in greatest dimension and ENE(−)
9310,pN2: Metastasis in a single ipsilateral lymph node, 3 cm or smaller in greatest dimension and ENE(+); or larger than 3 cm but not larger than 6 cm in greatest dimension and ENE(−); or metastases in multiple ipsilateral lymph nodes, none larger than 6 cm in greatest dimension and ENE(−); or in bilateral or contralateral lymph node(s), none larger than 6 cm in greatest dimension and ENE(−)
9311,pN2a: Metastasis in single ipsilateral node 3 cm or smaller in greatest dimension and ENE(+); or a single ipsilateral node larger than 3 cm but not larger than 6 cm in greatest dimension and ENE(−)
9312,pN2b: Metastases in multiple ipsilateral nodes, none larger than 6 cm in greatest dimension and ENE(−)
9313,pN2c: Metastases in bilateral or contralateral lymph node(s), none larger than 6 cm in greatest dimension and ENE(−)
9314,pN3: Metastasis in a lymph node larger than 6 cm in greatest dimension and ENE(−); or in a single ipsilateral node larger than 3 cm in greatest dimension and ENE(+); or multiple ipsilateral, contralateral or bilateral nodes, any with ENE(+); or a single contralateral node of any size and ENE(+)
9315,pN3a: Metastasis in a lymph node larger than 6 cm in greatest dimension and ENE(−)
9316,pN3b: Metastasis in a single ipsilateral node larger than 3 cm in greatest dimension and ENE(+); or multiple ipsilateral, contralateral or bilateral nodes any with ENE(+); or a single contralateral node of any size and ENE(+)
9317,For Nasopharynx
9318,pNX: Regional lymph nodes cannot be assessed
9319,pN0: No regional lymph node metastasis
9320,pN1: Unilateral metastasis in cervical lymph node(s) and/or unilateral or bilateral metastasis in retropharyngeal lymph node(s), 6 cm or smaller in greatest dimension, above the caudal border of cricoid cartilage
9321,pN2: Bilateral metastasis in cervical lymph node(s), 6 cm or smaller in greatest dimension, above the caudal border of cricoid cartilage
9322,pN3: Unilateral or bilateral metastasis in cervical lymph node(s), larger than 6 cm in greatest dimension, and/or extension below the caudal border of cricoid cartilage
9323,Distant Metastasis (pM) *
9324,pM1: Distant metastasis
9325,Specify site(s), if known:
Not set,For Mucosal Melanoma
9326,Primary Tumor (pT)
9327,pT3: Tumors limited to the mucosa and immediately underlying soft tissue, regardless of thickness or greatest dimension; for example, polypoid nasal disease, pigmented or nonpigmented lesions of the oral cavity, pharynx, or larynx
9328,pT4: Moderately advanced or very advanced disease
9329,pT4a: Moderately advanced disease. Tumor involving deep soft tissue, cartilage, bone, or overlying skin
9330,pT4b: Very advanced disease. Tumor involving brain, dura, skull base, lower cranial nerves (IX, X, XI, XII), masticator space, carotid artery, prevertebral space, or mediastinal structures
9331,Regional Lymph Nodes (pN)
9332,pNX: Regional lymph nodes cannot be assessed
9333,pN0: No regional lymph node metastases
9334,pN1: Regional lymph node metastases present
9335,Distant Metastasis (pM) *
9336,pM1: Distant metastasis present
9337,Specify site(s), if known:
9338,Additional Pathologic Findings (select all that apply)
9339,None identified
9340,Keratinizing dysplasia, mild *
9341,Keratinizing dysplasia, moderate *
9342,Keratinizing dysplasia, severe (carcinoma in situ) *
9343,Nonkeratinizing dysplasia, mild *
9344,Nonkeratinizing dysplasia, moderate *
9345,Nonkeratinizing dysplasia, severe (carcinoma in situ) *
9346,Inflammation
9347,Squamous metaplasia
9348,Epithelial hyperplasia
9349,Colonization, fungal
9350,Colonization, bacterial
9351,Other
9352,Inflammation (specify type):
9353,Other (specify):
9354,Comment(s)
9356,Patient Info
9357,Page 1
Not set,Basic information
9358,Patient name:
9359,Patient family:
9360,Gender
9361,Male
9362,Female
9363,Other
9364,Unknown
9365,Birth date:
9366,Activity:
9367,Active
9368,Inactive
9369,Multiple birth:
9370,True
9371,False
9476,System
9477,Phone
9478,Fax
9479,Email
9480,Pager
9481,Url
9482,Sms
9483,Other
9484,Phone use
9485,Home
9486,Work
9487,Temp
9488,Old
9489,Mobile
9490,Phone
9491,Fax use
9492,Home
9493,Work
9494,Temp
9495,Old
9496,Mobile
9497,Fax
9498,Email use
9499,Home
9500,Work
9501,Temp
9502,Old
9503,Mobile
9504,Email
9505,Pager use
9506,Home
9507,Work
9508,Temp
9509,Old
9510,Mobile
9511,Pager
9512,Url use
9513,Home
9514,Work
9515,Temp
9516,Old
9517,Mobile
9518,Url
9519,Sms use
9520,Home
9521,Work
9522,Temp
9523,Old
9524,Mobile
9525,Sms
9526,Other use
9527,Home
9528,Work
9529,Temp
9530,Old
9531,Mobile
9532,Other
9372,Language:
9373,Serbian
9374,English
9375,Spanish
Not set,Identifiers
9376,Identifier name:
9377,UniqueMasterCitizenNumber
9378,DriverLicence
9379,SocialNumber
9380,Value:
9381,Value:
9382,Value:
Not set,Address information
9383,City:
9384,State:
9385,Postal Code:
9386,Country:
Not set,Contact person information
9387,Name:
9533,System
9534,Phone
9535,Fax
9536,Email
9537,Pager
9538,Url
9539,Sms
9540,Other
9541,Phone use
9542,Home
9543,Work
9544,Temp
9545,Old
9546,Mobile
9547,Phone
9548,Fax use
9549,Home
9550,Work
9551,Temp
9552,Old
9553,Mobile
9554,Fax
9555,Email use
9556,Home
9557,Work
9558,Temp
9559,Old
9560,Mobile
9561,Email
9562,Pager use
9563,Home
9564,Work
9565,Temp
9566,Old
9567,Mobile
9568,Pager
9569,Url use
9570,Home
9571,Work
9572,Temp
9573,Old
9574,Mobile
9575,Url
9576,Sms use
9577,Home
9578,Work
9579,Temp
9580,Old
9581,Mobile
9582,Sms
9583,Other use
9584,Home
9585,Work
9586,Temp
9587,Old
9588,Mobile
9589,Other
9389,City:
9390,State:
9391,Postal Code:
9392,Country:
9393,Gender
9394,Male
9395,Female
9396,Other
9397,Unknown
9398,Relationship:
9399,CT NECK WITHOUT CONTRAST
9400,CT NECK WITHOUT CONTRAST
9401,Page 1
Not set,HISTORY:
9402,Patient age
9403,Patient gender
9404,Indication for CT
9405,neck pain
9406,neck mass
Not set,TECHNIQUE:
9407,CTDI (mGy):
9408,DLP (mGy-cm):
9409,COMPARISON:
Not set,FINDINGS:
9410,PHARYNGEAL MUCOSA:
9411,ORAL CAVITY:
9412,LARYNX:
9413,LYMPH NODES:
9414,SALIVARY GLANDS:
9415,THYROID:
9416,VESSELS AND CAROTID SPACE:
9417,BONES:
9418,OTHER:
9419,IMPRESSION:
9420,MRI NECK WITHOUT AND WITH CONTRAST
9421,MRI NECK WITHOUT AND WITH CONTRAST
9422,Page 1
Not set,HISTORY:
9423,Patient age
9424,Patient gender
9425,Indication for CT
Not set,TECHNIQUE:
9426,MR images of the neck were acquired without and with Gadavist intravenous contrast. (mL)
9427,COMPARISON:
Not set,FINDINGS:
9428,PHARYNGEAL MUCOSA:
9429,ORAL CAVITY:
9430,LARYNX:
9431,LYMPH NODES:
9432,SALIVARY GLANDS:
9433,THYROID:
9434,FLOW VOIDS AND CAROTID SPACE:
9435,BONES:
9436,OTHER:
9437,IMPRESSION:
9438,MRI TEMPOROMANDIBULAR JOINTS WITHOUT CONTRAST
9439,MRI TEMPOROMANDIBULAR JOINTS WITHOUT CONTRAST
9440,Page 1
Not set,HISTORY:
9441,Patient age
9442,Patient gender
9443,Indication for CT
9444,jaw pain
9445,Other
9446,Other
